"","predictm2"
"1",0.0728451817110291
"2",0.138693725709642
"3",0.316783180802627
"4",0.0270282744589208
"5",0.0833254471001856
"6",0.0217268674385603
"7",0.0521141379765748
"8",0.0879703936446546
"9",0.217851490374266
"10",0.125988599113371
"11",0.295427697000288
"12",0.147340283597787
"13",0.0394187854102527
"14",0.191788897955001
"15",0.0264949120453138
"16",0.0345309003751052
"17",0.0916015798898512
"18",0.106300248288717
"19",0.0230819249899965
"20",0.766499082960682
"21",0.0929236137319315
"22",0.0557549685200324
"23",0.615215794839733
"24",0.0470120267872245
"25",0.0339592121920125
"26",0.111632997425144
"27",0.106166082375209
"28",0.0248624243708665
"29",0.0546202300460958
"30",0.0742021725869553
"31",0.155632438036822
"32",0.0230819249899965
"33",0.145552869841024
"34",0.0311918369483421
"35",0.010267630068059
"36",0.0296076534057292
"37",0.171414358396761
"38",0.0249163356658681
"39",0.190201923036891
"40",0.229687663471718
"41",0.0973290988852443
"42",0.140207086550612
"43",0.028346653110458
"44",0.310381938891313
"45",0.0225613806424956
"46",0.126068701346071
"47",0.178393963337175
"48",0.258216962854386
"49",0.0310087297232203
"50",0.0893845336409652
"51",0.342177136442519
"52",0.0587528212138571
"53",0.295427697000288
"54",0.00485421196172876
"55",0.168665162604256
"56",0.0251272747009931
"57",0.208699323583549
"58",0.0231149622680069
"59",0.0396233933175058
"60",0.107321190121425
"61",0.0274055079486013
"62",0.265407474300222
"63",0.12430917834215
"64",0.125301396214057
"65",0.0305825695423287
"66",0.0321244394965741
"67",0.0786724718011367
"68",0.0353255612625109
"69",0.105673589017635
"70",0.178660634963437
"71",0.0317033649237089
"72",0.0918558749677502
"73",0.0238073249031076
"74",0.198941085676224
"75",0.189672009417956
"76",0.0845402774152239
"77",0.306196247914792
"78",0.0513277034677152
"79",0.119198181075551
"80",0.0506753565052056
"81",0.0915778312335349
"82",0.0228372602191472
"83",0.0264170246665971
"84",0.0285473709594542
"85",0.222806988858427
"86",0.153179939219142
"87",0.026330905241026
"88",0.043439863684558
"89",0.0318946978233766
"90",0.14845689167076
"91",0.15572160572089
"92",0.0366663767327993
"93",0.0929260640003543
"94",0.0530100167860698
"95",0.0946643393455568
"96",0.0232020361391916
"97",0.0637777516579514
"98",0.0316133070194694
"99",0.192090102183041
"100",0.0245138929252989
"101",0.0219533359396404
"102",0.0300524213278889
"103",0.0453698816727965
"104",0.0264138741271902
"105",0.193748473519671
"106",0.111203952338218
"107",0.0918279437925838
"108",0.0387990833169483
"109",0.126067678396311
"110",0.301614702517416
"111",0.117239822440082
"112",0.099977178228262
"113",0.257058902359765
"114",0.347873037958405
"115",0.166730975663391
"116",0.050327365337119
"117",0.0671535066657434
"118",0.206048017139058
"119",0.0780047450504744
"120",0.091710107631474
"121",0.110540492767388
"122",0.117929028835037
"123",0.153179939219142
"124",0.044250710422024
"125",0.0916015798898512
"126",0.0249162851214055
"127",0.0789959893251248
"128",0.104979300364546
"129",0.126000256562854
"130",0.414188260960954
"131",0.0489191562346167
"132",0.0454655988013609
"133",0.0315133686157665
"134",0.0231685999992119
"135",0.085053414184879
"136",0.0316299282537323
"137",0.0228554481959017
"138",0.0235532955403099
"139",0.0261168623295007
"140",0.0993072686198697
"141",0.14340645107004
"142",0.0457323129298673
"143",0.439032842138227
"144",0.107540213510563
"145",0.126068701346071
"146",0.0279628216285333
"147",0.0272255133920112
"148",0.0568532942871323
"149",0.074464367141676
"150",0.0251820588822515
"151",0.233500189476356
"152",0.292186792655345
"153",0.112731165958308
"154",0.0370170971581263
"155",0.0970390631874577
"156",0.110953848191072
"157",0.0658996785403768
"158",0.0286786109375534
"159",0.284540366091406
"160",0.0315253628632892
"161",0.0231162740836621
"162",0.0272549874538548
"163",0.0476943382947076
"164",0.228532842055958
"165",0.0587207921426571
"166",0.358414415234073
"167",0.133575761712195
"168",0.0373159566915534
"169",0.0217033715908504
"170",0.0952809018126308
"171",0.0434919085020958
"172",0.0239610547888334
"173",0.0523961111475281
"174",0.252269249330905
"175",0.0224845947560632
"176",0.0242965845063789
"177",1.06879353654348
"178",0.0988432709274983
"179",0.0286222105965907
"180",0.132918645807428
"181",0.0220176022927617
"182",0.203978510295286
"183",0.0738536818149898
"184",0.0456446502676436
"185",0.0231685999992119
"186",0.0954570491554608
"187",0.126171438240931
"188",0.0232221644230135
"189",0.208950085224524
"190",0.117444450594636
"191",0.0219295951845858
"192",0.0279813152547025
"193",0.0934276947374879
"194",0.0942555158391569
"195",0.0237577425890039
"196",0.0996801854572354
"197",0.0225613806424956
"198",0.106047627913175
"199",0.0932257350257906
"200",0.0250769457951606
"201",0.024889390666551
"202",0.110225751089833
"203",0.0283784189660791
"204",0.0506068039539366
"205",0.0225613806424956
"206",0.194552845679356
"207",0.129579754166743
"208",0.0339228021907191
"209",0.0229731407018879
"210",1.05378658673926
"211",0.215782031048512
"212",0.112585063935918
"213",0.0708556049566565
"214",0.0297391739011806
"215",0.0433402622473463
"216",0.0232423160882417
"217",0.0235633536477614
"218",0.191960996072105
"219",0.0966202320597069
"220",0.255797694495884
"221",0.0558771454276982
"222",0.133344723819724
"223",0.000418203304222825
"224",0.07530019948212
"225",0.0225858053620135
"226",0.20885019032964
"227",0.109577403409452
"228",0.0333694862369307
"229",0.0635469127685013
