"","predictm3"
"1",0.654188202488434
"2",0.604449743525169
"3",4.08414455929273
"4",1.21518852283162
"5",0.448785296664263
"6",0.38925302566167
"7",0.540263990720196
"8",0.46352784744479
"9",0.581199038315708
"10",0.458162433090713
"11",0.513791772448664
"12",0.41892202931633
"13",0.431762606757243
"14",0.43838132484716
"15",0.60985687959136
"16",0.450960944935695
"17",0.444988925889677
"18",0.559270232868183
"19",0.574568530149563
"20",0.42350274609727
"21",0.631033211796482
"22",0.631632939120907
"23",0.484318013024379
"24",0.897991876477229
"25",0.565429797221531
"26",0.650727764670781
"27",0.820319656733977
"28",0.542135809909821
"29",0.453714719349724
"30",0.586940785771669
"31",0.558049642848447
"32",0.905133578819521
"33",0.641206286564004
"34",0.791893423953668
"35",0.674275617584976
"36",0.40966983542887
"37",0.409781241800971
"38",0.525081767399021
"39",0.433667443040204
"40",0.506125264953918
"41",0.508861715211059
"42",0.567711983142531
"43",0.621841059678056
"44",0.917943901785116
"45",0.889679450762171
"46",0.897991876477229
"47",0.530207529145696
"48",1.29719692047378
"49",0.607102642516284
"50",0.725845056318132
"51",0.517989313616714
"52",0.531989457024668
"53",1.72787870860663
"54",0.831826468816796
"55",0.539456282169193
"56",0.444144688086692
"57",0.504999351919518
"58",1.4042071981118
"59",0.525351834987911
"60",2.9691798414135
"61",0.607102642516284
"62",0.446159635281711
"63",0.595812541964518
"64",0.444212682169253
"65",0.50322670107068
"66",0.595954162727077
"67",0.469858783461691
"68",0.69139640661047
"69",0.466801765746403
"70",0.591770911126653
"71",0.43954282203398
"72",0.585509236504192
"73",0.505675777799649
"74",0.433412870389095
"75",0.60305063726592
"76",0.450216994720738
"77",0.386693243656083
"78",0.462066241848555
"79",0.647198142573857
"80",0.436401506076034
"81",0.566973912240218
"82",0.543156045620745
"83",0.513728003399198
"84",0.60305063726592
"85",0.500589865623749
"86",0.910268272412798
"87",0.291800612889174
"88",0.555025178862388
"89",0.694523338416871
"90",0.560399053749257
"91",0.595611815669191
"92",0.9670734516282
"93",0.518768068496387
"94",0.403516971844499
"95",0.566973912240218
"96",0.712077894361021
"97",0.745623595975843
"98",0.552324593420623
"99",0.460522554624227
"100",0.611821388936924
"101",0.895907884751656
"102",0.431173557070603
"103",0.566973912240218
"104",0.746140076988379
"105",0.403606758295694
"106",1.18622573089937
"107",0.839447830977282
"108",0.539619043798935
"109",0.847569935293952
"110",0.444144688086692
"111",0.992598741874347
"112",0.551085552939521
"113",0.725011180369005
"114",0.592344594060147
"115",0.56019006429193
"116",0.537977493808944
"117",0.566973912240218
"118",0.53375671590201
"119",0.679279514148899
"120",0.516183826211834
"121",0.567978540618001
"122",0.551085552939521
"123",0.449747568311298
"124",0.566973912240218
"125",0.551085552939521
"126",0.511594475533411
"127",0.387734431746171
"128",0.493946179623299
"129",0.566973912240218
"130",0.360634261400133
"131",0.534649280842143
"132",0.639017159392698
"133",0.515892047249191
"134",0.41290919548621
"135",0.530414494961646
"136",0.892595320349624
"137",0.428029075929431
"138",0.740404849317883
"139",0.500450207818965
"140",0.427106886536641
"141",0.518721817731808
"142",0.72009159978195
"143",0.43838132484716
"144",0.513321189455338
"145",0.505675777799649
"146",0.663723471115614
"147",0.584972041311306
"148",0.7772268460714
"149",0.53028264267266
"150",0.586822719754648
"151",0.515391227964308
"152",0.460996632038718
"153",0.412066482469446
"154",0.493764903955517
"155",0.629896338016513
"156",0.551085552939521
"157",0.494338775727495
"158",0.740288107351461
"159",0.494120164186345
"160",4.61015380321702
"161",0.453342989275734
"162",0.449469348599149
"163",0.53935430099529
"164",0.702533947169922
"165",0.424674003449413
"166",0.566973912240218
"167",0.505675777799649
"168",0.634044633941213
"169",0.526419553220517
"170",0.593049519859239
"171",0.456355528870528
"172",0.906158181826421
"173",0.566973912240218
"174",0.639974796156316
"175",0.641169393308583
"176",2.5139219398332
"177",0.478753907895289
"178",2.51429918950779
"179",0.518665755744512
"180",0.988958784549161
"181",1.05521385142571
"182",0.418377731852677
"183",0.64203111672436
"184",0.707993941031395
"185",0.617963523949007
"186",0.60305063726592
"187",0.984779926273713
"188",1.00972564815466
"189",0.479905270035004
"190",0.711802430751886
"191",0.721813361709645
"192",0.463599758935479
"193",0.757800250017938
"194",0.532747373459725
"195",0.460395323463113
"196",0.523744970664897
"197",0.628180454517819
"198",0.551085552939521
"199",0.479508026355395
"200",0.551085552939521
"201",0.444596994558983
"202",1.23099181531642
"203",0.96530429893644
"204",0.518140049661647
"205",0.487707041531561
"206",0.551085552939521
"207",0.599348123906873
"208",0.415654366695036
"209",0.764126043249387
"210",0.536646453389119
"211",0.902065788112764
"212",0.651264441054875
"213",0.652586789587124
"214",0.607102642516284
"215",0.434065891687187
"216",0.462836091088718
"217",0.587130786990498
"218",0.630185957977539
"219",0.99612820966798
"220",0.436803183733239
"221",0.50068158817142
"222",0.540263990720196
"223",0.506212745339966
"224",1.66597053668645
"225",0.463102940640401
"226",0.730831054303507
"227",0.511649050477857
"228",1.64093166985641
"229",0.420311458206867
"230",0.440983427978176
"231",0.459001590879672
"232",0.604103836379569
"233",0.734910681432014
"234",0.60305063726592
"235",0.540263990720196
"236",1.09022657130505
"237",0.55153786825219
"238",0.413508905526389
"239",0.580201166894692
"240",0.587799427797409
"241",0.438742392767075
"242",0.554706504000326
"243",0.46940437262348
"244",0.456415085967824
"245",14.8963820660426
"246",0.549259496280804
"247",0.897991876477229
"248",0.514482850993154
"249",0.553462546964797
"250",0.438271381498984
"251",1.1807056945396
"252",0.578642396483038
"253",0.517679758461322
"254",0.611184183220335
"255",0.479083023547203
"256",0.749510332184557
"257",0.516084131895051
"258",0.700054402219005
"259",0.540263990720196
