"","predictm4"
"1",0.185042685830104
"2",1.43257569316263
"3",0.0902179716962614
"4",3.2414110805524
"5",0.0755476990798931
"6",3.5443813661951
"7",0.0852702425319162
"8",2.34040702027133
"9",0.442278941967148
"10",0.00586117272271084
"11",1.06508742697097
"12",0.0859920780687064
"13",0.135927318853147
"14",1.33873651705409
"15",0.261179802528403
"16",0.293563710842825
"17",0.154574758829706
"18",0.84909567499557
"19",0.0890417617214892
"20",0.135126770819479
"21",0.46959538349804
"22",0.107876936622226
"23",0.0258655966969507
"24",0.24606483696183
"25",0.93684768261348
"26",0.684647475774656
"27",0.329040117556115
"28",0.212380064159275
"29",0.086046036159582
"30",0.0840338530918708
"31",0.0615408848584985
"32",0.119567063469681
"33",0.406583802354378
"34",0.831785679418195
"35",0.391876584853999
"36",0.411004936830069
"37",0.0768718447070126
"38",0.30927106365468
"39",0.146686264261539
"40",0.174833447610004
"41",0.182877837510501
"42",0.57259599135659
"43",1.49623548423196
"44",0.201417814535221
"45",0.0900346101966176
"46",7.24622525662509
"47",0.457761106482618
"48",0.46416099472662
"49",0.361059394338583
"50",1.02200688662822
"51",0.000393414626436815
"52",2.73849194452693
"53",0.0970983513486447
"54",0.103157431342848
"55",0.0242066529514821
"56",0.000603542234344335
"57",0.00665844650969082
"58",0.17148516577004
"59",0.0533643309183748
"60",2.4021080900434
"61",0.173267827728256
"62",0.141598895285136
"63",0.0434489740815529
"64",0.605746757478777
"65",1.88479513045772
"66",1.27495236615882
"67",0.111689809031633
"68",0.49165666939304
"69",0.544395652976218
"70",0.469953119462388
"71",0.094531278336857
"72",0.68099809883177
"73",0.263156017481127
"74",0.0889192934199535
"75",0.113658942437073
"76",0.305210502976392
"77",0.138134726968993
"78",0.177246626365195
"79",0.262948877416269
"80",0.109162894207867
"81",1.05741482946755
"82",1.61067256445555
"83",0.18239100646997
"84",0.0642080135138546
"85",1.08439642110228
"86",0.873407562392216
"87",0.231608956642726
"88",0.42956548869906
"89",0.263156017481127
"90",0.391188903906469
"91",0.441671502155584
"92",0.697007364797764
"93",0.170690144384149
"94",1.1519284103387
"95",0.253737704804444
"96",0.212398821390997
"97",0.0411084780907646
"98",0.565776511352768
"99",1.45033671867273
"100",0.134712145419339
"101",0.116972278673788
"102",0.275536477064596
"103",0.513875977208625
"104",0.424559600941566
"105",0.537611954038446
"106",0.0726111372464164
"107",0.250033332163104
"108",2.58970751282942
"109",0.171318527210846
"110",0.0704714925085165
"111",0.0669046103639293
"112",0.713980232015765
"113",0.0991043506857509
"114",0.162864614547097
"115",2.19012513641272
"116",0.612467176581446
"117",0.0505689731093467
"118",0.290809046102559
"119",0.119269779566836
"120",1.84336387643809
"121",0.0871451012394497
"122",1.85705004013571
"123",1.13291265726839
"124",0.122278098135161
"125",0.158612406137242
"126",0.108067479389216
"127",1.63168283605281
"128",0.260622779988519
"129",0.883784511979664
"130",1.03186221668086e-05
"131",0.0262978013909879
"132",0.0914099124508433
"133",0.115288222877278
"134",0.519872326082666
"135",0.300045928259687
"136",0.603540761708464
"137",0.308696257352043
"138",0.22806709489471
"139",0.595011597509895
"140",0.223898045854833
"141",0.425995039183556
"142",0.262111902668632
"143",0.181841164929121
"144",1.10492736258658
"145",0.524110962366361
"146",0.0906496253000806
"147",0.195113958084902
"148",0.119402475394671
"149",0.101958917679582
"150",0.0573959197491999
"151",0.259972150320479
"152",0.169147222188825
"153",0.422517816127047
"154",0.260154918208849
"155",0.169652025197111
"156",0.205489647569214
"157",0.213150711476353
"158",11.32033292021
"159",0.0821029941557878
"160",0.197900301500797
"161",0.417755964893277
"162",0.438425051917572
"163",0.796905713184146
"164",0.2896219468847
"165",0.681103869638892
"166",0.417854088727799
"167",0.220572132131754
"168",3.87409656287074
"169",0.344550288696206
"170",0.797421399797848
"171",0.197485860530774
"172",0.933124135292302
"173",0.0602813229841147
"174",0.341779543373282
"175",0.121515520180064
"176",0.145088882085517
"177",0.190155276464797
"178",4.68533489843409
"179",0.334470734065089
"180",0.0253311905506676
"181",0.182068234609492
"182",0.178895459548993
"183",0.18414078663982
"184",6.02160289728522
"185",0.579175192552785
"186",0.0436416730995569
"187",0.0252537575061595
"188",0.560391898251552
"189",0.0856428539300925
"190",0.294145725495785
"191",1.91552898343493
"192",0.270213314131527
"193",0.414479624847161
"194",0.35554112123491
"195",0.606302695718987
"196",0.565170396923307
"197",0.115353688353002
"198",0.0650628901486808
"199",0.239112784911929
"200",0.560425573419017
"201",0.300211019890816
"202",0.0550937274506672
"203",0.562179312448144
"204",2.02378215889742
"205",1.12606101692086
"206",0.421996089835062
"207",0.0395270077662454
"208",0.136320445499888
"209",0.209728193777944
"210",0.15499152037323
"211",3.73928311740918
"212",0.0620463012595305
"213",0.944445927972368
"214",0.191524790267238
"215",0.143080937412142
"216",1.63107685495805
"217",0.213070431462598
"218",0.349152124512534
"219",0.612451993525006
"220",2.78950081139008
"221",0.0565175510936216
"222",0.188378093231851
"223",0.182259122445519
"224",0.292354931895429
"225",0.552522974368482
"226",0.0262978013909879
"227",0.135220460064276
"228",0.185189028150472
"229",0.408196846558901
"230",0.0254404952924537
"231",0.374772542250231
"232",0.122058978406782
"233",0.348023422459689
"234",1.06151242712287
"235",0.0269545276367287
"236",0.094218383506425
"237",0.490434894960374
"238",0.411220534567759
"239",0.516713763782523
"240",0.215908506610081
"241",0.109719102665375
"242",0.614307912511859
"243",0.155174508723052
"244",1.14196539658943
"245",0.653647739814795
"246",0.141615185314429
"247",0.118187829686712
"248",0.740014366580094
"249",2.50360424570075
"250",0.288030002624706
"251",0.108067479389216
"252",1.30588864668991
"253",0.482143268150265
"254",1.76078699507328
"255",0.0315847244531588
"256",0.0890056487093799
"257",0.474807502257255
"258",0.0517448343638278
"259",0.261179802528403
"260",0.605283350195795
"261",0.64914239202166
"262",0.300475873012388
"263",0.0962499054042749
"264",1.90658648769124
"265",0.556073956217811
"266",0.134658808608894
"267",0.121164602857875
"268",0.179021540789291
"269",0.341837833964963
"270",0.750349467267294
"271",0.241348305124321
"272",0.316401308419082
"273",0.0934480708031611
