"","predictm2"
"1",0.236141421223409
"2",0.295814960098483
"3",0.331096033382154
"4",0.329013613067128
"5",1.05989630114849
"6",0.10318810999076
"7",0.111201966834792
"8",0.672284384225562
"9",0.327058643959819
"10",0.166875265959105
"11",6.27341001076712
"12",0.487150830598784
"13",0.178895446599988
"14",0.361939434577068
"15",0.374430462383748
"16",0.154878584509793
"17",0.102826558973168
"18",0.328586153011362
"19",0.27583992906126
"20",0.404375622621856
"21",0.457137016312227
"22",1.42938756979047
"23",0.274006227421671
"24",2.56098310572607
"25",0.493791692658748
"26",0.0244994983910701
"27",3.24413948932162
"28",0.315579956723508
"29",0.517981692857478
"30",0.229407549228061
"31",0.470313159195289
"32",0.392071101623046
"33",0.517282364511178
"34",0.103609000511397
"35",0.531684515862739
"36",1.3617804502549
"37",0.49181466364014
"38",0.691456434004464
"39",1.15073962924395
"40",0.257618427026931
"41",0.284369579752007
"42",0.272889030480331
"43",0.152510754080451
"44",0.363663615781672
"45",0.257496279861371
"46",1.7000817083638
"47",1.59999790890961
"48",14.6880755586523
"49",0.459800086352609
"50",0.232678713628587
"51",0.892569929532152
"52",0.231755106793146
"53",0.211282508219171
"54",1.75931228193581
"55",0.28472775365566
"56",1.0233080848501
"57",0.820926928649881
"58",1.73691452691693
"59",0.351560067630956
"60",0.192038903476052
"61",0.326133286824463
"62",1.41738132279487
"63",0.368407125650392
"64",0.138466770601906
"65",4.35572829826214
"66",0.617149232901365
"67",1.30455422399545
"68",0.102989980231768
"69",0.526726977064411
"70",0.271837992777874
"71",0.297992040780109
"72",0.262417793589067
"73",0.191508266332523
"74",0.0585733026982384
"75",0.128975067438576
"76",2.2265766722997
"77",0.283428269926842
"78",0.37818668715131
"79",0.329421047842781
"80",0.207572995645358
"81",0.205437004964783
"82",0.45725935680639
"83",3.48768377664928
"84",0.0284192684102298
"85",0.836267907789214
"86",0.222697042495279
"87",0.115714485412322
"88",1.27795233402847
"89",0.328586153011362
"90",0.262418508386871
"91",0.338368019242781
"92",0.628134104771627
"93",27.8429420885893
"94",0.15748432188058
"95",0.104726141537796
"96",0.113307415625817
"97",0.759468565160135
"98",0.315796298455996
"99",0.262691912291537
"100",0.10294347897426
"101",7.46008070665516
"102",0.492791646464029
"103",0.318341886945456
"104",0.0954308087744126
"105",0.299451828001773
