"","predictm2"
"1",0.129540611611017
"2",0.111200080271492
"3",0.391608090161847
"4",0.327004430338134
"5",0.233388788502711
"6",0.35052051184446
"7",0.342532840107408
"8",0.403477519395355
"9",0.332456270508437
"10",0.898255373919056
"11",0.155494899765403
"12",0.198890999256125
"13",0.0507707063943384
"14",0.490471073850869
"15",0.0904460382841501
"16",0.121642701740688
"17",0.0436557777848014
"18",0.0926687892524023
"19",1.4518146205932
"20",0.499481016301535
"21",0.0126158048378783
"22",0.15161117071233
"23",0.219440652108305
"24",0.159937056207608
"25",0.350668586027346
"26",0.327004430338134
"27",0.102987748078529
"28",0.25582555303746
"29",0.0634230434152288
"30",0.361419154000091
"31",0.0846615218628542
"32",0.103217465321441
"33",0.113829336290586
"34",0.830045979297627
"35",0.332456270508437
"36",0.19065972013978
"37",0.117521511796425
"38",0.172021080347966
"39",0.234444563781448
"40",0.176641247039524
"41",0.0290069537061485
"42",0.375147965606808
"43",0.151845276476737
"44",0.0792723512221231
"45",0.281970070838409
"46",0.253489522175183
"47",0.0801632554745971
"48",0.261359967635741
"49",0.0625271500296097
"50",0.403477519395355
"51",0.0950909992313445
"52",0.0964105839997388
"53",0.150872087983569
"54",0.0673326515157165
"55",0.102126410290813
"56",0.121642701740688
"57",0.0530134578512028
"58",0.253362481204656
"59",0.308117116676021
"60",0.0478683677984409
"61",0.152216847368769
"62",0.044386166603112
"63",0.239378910959664
"64",0.155543316964659
"65",0.301251052428975
"66",0.241015106160486
"67",0.0816094337098179
"68",0.0689144015962513
"69",0.10863847136848
"70",0.116140647024495
"71",0.0552803303258105
"72",0.3477812108426
"73",0.124951915683492
"74",0.381660201998099
"75",0.10775022016294
"76",0.490471073850869
"77",0.468974980313365
"78",0.116140647024495
"79",2.91889883233086
"80",0.132063182767054
"81",0.264222312169001
"82",0.490471073850869
"83",0.45521284439986
"84",0.332456270508437
"85",0.0434449766461078
"86",0.350668586027346
"87",0.332456270508437
"88",0.0671745744049417
"89",0.342532840107408
"90",2.35332830564424
"91",0.0757971591473127
"92",0.216228805009333
"93",0.0654069766072263
"94",0.0842196859039703
"95",0.110565686694628
"96",0.127558726617244
"97",0.0991084773059382
"98",0.351309249844462
"99",0.0706482687012012
"100",0.0627942158685174
"101",0.101671799759738
